"relative_path"	"absolute_path"	"size_bytes"	"sha256"	"delivery"	"notes"
"gse205506_paper_qc_B_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_B_top50_markers.tsv"	"90530"	"7f55b0153b32d4f02bda241cac1c617991ce11375113255a8aaded19b03f5560"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_basic_object_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_basic_object_summary.tsv"	"338"	"9cde1e72c9aea1f5653e3f6f840978325e7c240d20c4cde2859c097e150bc5ea"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_batch_knn_audit.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_batch_knn_audit.tsv"	"262"	"783df1dfd15946fe142c042e4af8d8f714c295cc9117df259f2113b9a06c53ea"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_batch_pc_eta_squared.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_batch_pc_eta_squared.tsv"	"1888"	"0994f91bb5fe22c38ca3757aa6089b6e1e045f3a3ed7fc0221650625572d85bb"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_broad_cluster_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_broad_cluster_evidence.tsv"	"28321"	"1aef20292cbc9c7eddf5d73ae37145312a9c9b80228f34aecd36658fadd8faab"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_cell_audit.tsv.gz"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_cell_audit.tsv.gz"	"12662859"	"9e807493339e0697b3d34cd4d2cc6e8c432782698e42bc797a75809e1828fd46"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_compartment_mt_model.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_compartment_mt_model.tsv"	"921"	"1dfa4a8856157fb00fa9dffc067e0c2d1d993c321c58911364d48fe6da7b7bd6"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_compartment_object_inventory.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_compartment_object_inventory.tsv"	"1347"	"c631e964fdc690c32a6807474fdb7710f1f74248e96c6c97c9cce1cd22be38cc"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_compartment_resolution_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_compartment_resolution_summary.tsv"	"883"	"dc0df2d9c77b55c898b9fa619a434596da8e2fc5fd008703a110eadfeca3d3e1"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_compartment_review_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_compartment_review_summary.tsv"	"156"	"ee5dc6bfdec9afb9711ff70cb9bb2a5cad343c700b0cae7e6363e736808a8da4"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_doublet_sensitivity.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_doublet_sensitivity.tsv"	"11181"	"bdf7fe716ca1bbca5bf48c11324c0d43282b2e60fa9bae47d31deee0881f2be3"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Endothelial_annotation_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Endothelial_annotation_evidence.tsv"	"12342"	"f9e1c2cdb06e488ca6aadb087f825e7c23ea865ca23d9044f7538ab992a22b59"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Endothelial_author_overlap.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Endothelial_author_overlap.tsv"	"6502"	"ec8219bada62093897bad1aef2b17adc04a912473328e6eca6eb26ef1da44040"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Endothelial_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Endothelial_top10_markers.tsv"	"24143"	"440522c787b9dd6e915e236baa5917fa7c0700aa0063079866ce6eabcb1e82c4"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Endothelial_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Endothelial_top50_markers.tsv"	"128083"	"5bbe41ef3041de565f11bdf3059e38cb0cadaef70d41c3fe6354077587c3c90e"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Epithelial_annotation_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Epithelial_annotation_evidence.tsv"	"9999"	"fc56737d858231c48766b59806e7f7ee408c26f3887017ba8b24140b30161bc9"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Epithelial_author_overlap.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Epithelial_author_overlap.tsv"	"1124"	"bc170f8837cbde93b5b7fde6654f85f8c33d831c784c941abf9148e3dcf7c636"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Epithelial_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Epithelial_top10_markers.tsv"	"21647"	"b1951d1ec1d5aa1fa7ff7a5f1ad343e32342f0fc0d89ffa4bdfdd5db75061e92"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Epithelial_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Epithelial_top50_markers.tsv"	"113505"	"b707152d4eb2d54c815fc616bb4d74e23840ce5185cb4e67c334a4d95ad0ee87"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_feature_audit.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_feature_audit.tsv"	"1970395"	"c961454e38197a7d718298c72d0bac23368a80123bbc926cd7cec2618f92a545"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Fibroblast_annotation_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Fibroblast_annotation_evidence.tsv"	"12370"	"8e90a9f4d510191ddb6ff6f8b43d825dc2806802811fb0b8c55383cc3f8c5b3b"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Fibroblast_author_overlap.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Fibroblast_author_overlap.tsv"	"3833"	"94c49d3b1c0fa5bca46ea5c427d3e2035e02c5a2cbb5a5c89e76855e33a8efc9"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Fibroblast_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Fibroblast_top10_markers.tsv"	"26040"	"67a70e528e13cd1331d889e3724758391c9e0eeeca0d5fd266906aaf289a4c73"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Fibroblast_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Fibroblast_top50_markers.tsv"	"135295"	"90f1e559b646300c170f1de4051d9e45ac781880e9a0ebb04502573d077eaad9"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_figure_visual_qc.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_figure_visual_qc.tsv"	"1287"	"0cfe1c2f6f97423a980cdca5fcc07efaee5392ff126dc1a68d6ccffc3503d9da"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_all_cell_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_all_cell_top10_markers.tsv"	"43870"	"d940e977c05007ab6f2fb1d3598353347e0daf650dbdb8c45d5fc74eb008c8f0"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_all_cell_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_all_cell_top50_markers.tsv"	"225380"	"afca9c0104a9fb36ccca5f3cd9646b82bb775b7305d7c85ca8c5895e23537cf5"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_broad_cluster_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_broad_cluster_evidence.tsv"	"26472"	"36ac5d194ef87080d030bd75f529b8cfb2474709bb2b0ba79a373ac63bd09b35"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_broad_signature_scores.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_broad_signature_scores.tsv"	"18714"	"c4b318b41cacfba7db46225b8f402f08f5133a0efe5ee20cc7ae34ffcbf7b19b"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_cell_ids.tsv.gz"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_cell_ids.tsv.gz"	"3147991"	"822505db2bbc595d1037d23751d2a288139f7c5260cf4f0e4dbf290a962bd573"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_counts.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_counts.tsv"	"1707"	"e3242f9cc8ec5d8276032178e7ca8a33a590d8b9db31f81747583f6ab8096898"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_integration_features.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_integration_features.tsv"	"35510"	"d629c0bae57774b21b11c9526191561cbd4401a6b088023438aa52c3c52190cd"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_object_summary.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_object_summary.tsv"	"385"	"718091664437b9192eb00f30bf3798495c466af757e5b9cccde128b3bd8b81a9"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_final_rpca_sequential_integration_order.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_final_rpca_sequential_integration_order.tsv"	"1007"	"40e1e308710fbd54e8dcfb730362f2d260f7a9b69437f668e4c44222b89cf83e"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_round_broad_signature_scores.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_round_broad_signature_scores.tsv"	"18150"	"83bb47f6bb9f0219aea4a858659f610b94b00954ccf83447ee8faec94b8efb8c"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_round_integration_features.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_round_integration_features.tsv"	"35496"	"1cebb2faadd746b01ceef3051e7cc08d487b1f64838da1ffdd9f8db459fb9c6a"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_round_object_inventory.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_round_object_inventory.tsv"	"462"	"749cdd485e8243b1d2b3539c244fe0eb5af2d30bf540d031ef22ed6dcd4ad806"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_round_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_round_top10_markers.tsv"	"41843"	"42e6b6b2f57ad5008248659eb3e05f7d50f1eaf0f5a1e73a651bb9294d196903"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_round_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_round_top50_markers.tsv"	"218062"	"aab46b3a17fb234806c6562f4f1158969af3811f992f703fa1c164e3e6991565"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_first_rpca_sequential_integration_order.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_first_rpca_sequential_integration_order.tsv"	"1008"	"911302d799fcb714769bd40f2d1ff47de24879ae53b36bf49521b3c99cde6a44"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_gene_filter_sensitivity.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_gene_filter_sensitivity.tsv"	"4483"	"47a4d131747785d02d9e34499df7a39adb26c1a0a7f2c100fc1c7869b6a62f09"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_hybrid_review.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_hybrid_review.tsv"	"13072"	"873387fcd474495e440d4291e41e3d1671e8264579fa631bb2e481423a4aefe8"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_local_object_inventory.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_local_object_inventory.tsv"	"5288"	"f40079472542c14dc5236ecf6c234b886d42965a833e34090122578600152c2d"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Myeloid_annotation_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Myeloid_annotation_evidence.tsv"	"11604"	"78f7799c89eae36da051b532a86ec09e064d05b69efa7df31b77f07b52171cb1"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Myeloid_author_overlap.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Myeloid_author_overlap.tsv"	"9231"	"258d715b553f379c7e502ebb2b2939ed7594bd1dd22bc7766341a3782a69f32b"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Myeloid_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Myeloid_top10_markers.tsv"	"23304"	"71560feec8fe0ee44b061a9a85c0fe497af737510d5ef82441a9e6d7eb51a6fd"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_Myeloid_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_Myeloid_top50_markers.tsv"	"122034"	"345803dfa469ce444c0428b30155971c66550db7f305b513e0a139835bd0dd4a"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_package_versions.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_package_versions.tsv"	"164"	"19c14dee831eca6d14cc238b56b20cd9a3b189ce7f43376ea06f63b17938c82c"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_parameters.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_parameters.tsv"	"821"	"e3525add4fe92539cdcfd57dd147f0ddbd8058e547bad9fd2b8adb7554dcf302"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_removal_fraction_comparison.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_removal_fraction_comparison.tsv"	"1450"	"c68b032dc434fda51525e3d72f77a1b211acb55f899adc3185308386cd0ca3e3"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_sample_counts.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_sample_counts.tsv"	"5485"	"83fc1c61957307311c211aba4246af01c8965339265484d2deada503b297878a"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_stage_counts.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_stage_counts.tsv"	"667"	"aac66ad4ac0f54e64d541bf077e3ba86c2ec89d43157aa6bb5f19bb4f5fb1da2"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_T_I_NK_annotation_evidence.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_T_I_NK_annotation_evidence.tsv"	"11493"	"864a937b2c7f2cc7c47e0801f167411d0ffe2c6d8a2c962744fca8aaf7aecce2"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_T_I_NK_author_overlap.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_T_I_NK_author_overlap.tsv"	"16730"	"25d30e308e5bb012b5e7c070c84a3223912f3669f5705972ed3e33209b442ac4"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_T_I_NK_top10_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_T_I_NK_top10_markers.tsv"	"20006"	"ec5e426446efa3237373f23bd98f5e30fc025370bd837afd5fcb4b4c330c011d"	"github_upload"	"lightweight reproducibility output"
"gse205506_paper_qc_T_I_NK_top50_markers.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_paper_qc_T_I_NK_top50_markers.tsv"	"110889"	"be70269237d790f3c479ff9995b37da11b51bab98be5884e363bb71f94300fc5"	"github_upload"	"lightweight reproducibility output"
"gse205506_rejected_qc_v1_object_inventory.tsv"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\gse205506_rejected_qc_v1_object_inventory.tsv"	"2138"	"9ac12fb0d22d3d7d12676c9995ebfae31d9ab2afaf14447bd1cc2b10193ff380"	"github_upload"	"lightweight reproducibility output"
"MAC_REVIEW_REQUEST.md"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\MAC_REVIEW_REQUEST.md"	"977"	"68194d6dd161626a3ed97df5954c281199007e2981488aca5b966539363947a1"	"github_upload"	"Mac review checklist"
"remaining_pipeline_controller.attempt1.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt1.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.attempt1.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt1.stdout.log"	"63"	"3091697b4934d6fec181302cac806e31712d0bb86fdf528b45c2c4a223c16bcd"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.attempt2.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt2.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.attempt2.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt2.stdout.log"	"63"	"1eb89eb8c6d38c84e15e34346214d6a1fcbccf9b30645528584d977b73686658"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.attempt5_2000_correction.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt5_2000_correction.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.attempt5_2000_correction.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.attempt5_2000_correction.stdout.log"	"62"	"a418f41e51a3ea7ee8c2cd0bdfba7599c56ddf2a3118752d77253982704f3937"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.audit_failure_attempt9.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.audit_failure_attempt9.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.audit_failure_attempt9.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.audit_failure_attempt9.stdout.log"	"63"	"1395d45d16668dcba5ee4a946e6f2f0778f49b4ce7d474aaa978be0555cb0d43"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.graph_order_failure_attempt8.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.graph_order_failure_attempt8.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.graph_order_failure_attempt8.stdout.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.graph_order_failure_attempt8.stdout.log"	"63"	"5fd397ecf6eaf6f5ae2031322ed7002c5c45a4fd3a93d4f88c3c8388cd2745ca"	"github_upload"	"analysis execution log"
"remaining_pipeline_controller.idempotency_failure_attempt10.stderr.log"	"I:\shengxinfenxi\bioinformatics-reproduction\projects\pan-gi-ici-ccc-20260709\desktop_exchange\uploads\20260717_gse205506_paper_qc_rebuild\remaining_pipeline_controller.idempotency_failure_attempt10.stderr.log"	"617"	"dd55e486dd254e257e63d5b6ee9ecc4d73c6ea98c18f289814375b0342012c7a"	"github_upload"	"analysis execution log"
