characteristics_ch1::outcome	binary_response_group	timepoint	timepoint_simple	refined_celltype_label	cell_count	proportion_within_outcome_timepoint	table_scope	metadata_note
NE	responder	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
NE	responder	pre-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	B_naive_memory	145	0.07837837837837838	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	CD4_T_naive_memory	145	0.07837837837837838	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	CD8_T_cytotoxic	90	0.04864864864864865	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	Macrophage_C1QC_APOE	38	0.02054054054054054	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	Mast	117	0.06324324324324325	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	Monocyte_classical	71	0.038378378378378375	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	Plasma	290	0.15675675675675677	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	post-treatment	Unresolved_low_signal	954	0.5156756756756756	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment1	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	post-treatment2	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	B_naive_memory	417	0.06468124709167054	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	CD4_T_naive_memory	740	0.11478206917946332	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	CD8_T_cytotoxic	855	0.1326198231735691	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	731	0.11338607104079416	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	Mast	327	0.05072126570497906	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	Monocyte_classical	1838	0.2850938420970994	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	Plasma	403	0.06250969443151853	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	non_responder	pre-treatment	pre-treatment	Unresolved_low_signal	1136	0.17620598728090583	qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment1	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	post-treatment2	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	not_in_binary_response	pre-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment1	pre-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	Macrophage_C1QC_APOE	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	Mast	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	Monocyte_classical	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	Plasma	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	post-treatment	Unresolved_low_signal	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	pre-treatment	B_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	pre-treatment	CD4_T_naive_memory	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
PD	responder	post-treatment2	pre-treatment	CD8_T_cytotoxic	0		qc_pass_cells_only	NE remains not_in_binary_response in binary_response_group; raw outcome is preserved.
